testing_network,generating_network,target_class,som_mode,predicted_class,filename,fastlin_eps
Dense3x50,Dense3x25,1,independent,3,Dense3x25_1_independent.png,2.1484375
Dense3x50,Dense3x25,1,mean_relative,3,Dense3x25_1_mean_relative.png,2.978515625
Dense3x50,Dense3x25,1,second_place_relative,3,Dense3x25_1_second_place_relative.png,0.8251953125
Dense3x50,Dense3x25,3,independent,3,Dense3x25_3_independent.png,15.8740234375
Dense3x50,Dense3x25,3,mean_relative,3,Dense3x25_3_mean_relative.png,13.5400390625
Dense3x50,Dense3x25,3,second_place_relative,3,Dense3x25_3_second_place_relative.png,16.9970703125
Dense3x50,Dense3x29,0,independent,0,Dense3x29_0_independent.png,7.79296875
Dense3x50,Dense3x29,0,mean_relative,0,Dense3x29_0_mean_relative.png,3.49609375
Dense3x50,Dense3x29,0,second_place_relative,0,Dense3x29_0_second_place_relative.png,10.4638671875
Dense3x50,Dense3x29,1,independent,3,Dense3x29_1_independent.png,7.6904296875
Dense3x50,Dense3x29,1,mean_relative,3,Dense3x29_1_mean_relative.png,7.900390625
Dense3x50,Dense3x29,1,second_place_relative,3,Dense3x29_1_second_place_relative.png,3.9453125
Dense3x50,Dense3x29,3,independent,3,Dense3x29_3_independent.png,8.5107421875
Dense3x50,Dense3x29,3,mean_relative,3,Dense3x29_3_mean_relative.png,7.8466796875
Dense3x50,Dense3x29,3,second_place_relative,3,Dense3x29_3_second_place_relative.png,19.8828125
Dense3x50,Dense3x31,0,independent,0,Dense3x31_0_independent.png,8.06640625
Dense3x50,Dense3x31,0,mean_relative,0,Dense3x31_0_mean_relative.png,9.7021484375
Dense3x50,Dense3x31,0,second_place_relative,0,Dense3x31_0_second_place_relative.png,10.537109375
Dense3x50,Dense3x31,1,independent,3,Dense3x31_1_independent.png,10.068359375
Dense3x50,Dense3x31,1,mean_relative,3,Dense3x31_1_mean_relative.png,10.146484375
Dense3x50,Dense3x31,1,second_place_relative,1,Dense3x31_1_second_place_relative.png,0.0048828125
Dense3x50,Dense3x31,3,independent,3,Dense3x31_3_independent.png,19.296875
Dense3x50,Dense3x31,3,mean_relative,3,Dense3x31_3_mean_relative.png,18.173828125
Dense3x50,Dense3x31,3,second_place_relative,3,Dense3x31_3_second_place_relative.png,17.34375
Dense3x50,Dense3x32,0,independent,0,Dense3x32_0_independent.png,5.1806640625
Dense3x50,Dense3x32,0,mean_relative,5,Dense3x32_0_mean_relative.png,1.650390625
Dense3x50,Dense3x32,0,second_place_relative,0,Dense3x32_0_second_place_relative.png,7.744140625
Dense3x50,Dense3x32,1,independent,3,Dense3x32_1_independent.png,2.2412109375
Dense3x50,Dense3x32,1,mean_relative,3,Dense3x32_1_mean_relative.png,4.873046875
Dense3x50,Dense3x32,1,second_place_relative,3,Dense3x32_1_second_place_relative.png,5.9814453125
Dense3x50,Dense3x32,3,independent,3,Dense3x32_3_independent.png,22.3974609375
Dense3x50,Dense3x32,3,mean_relative,3,Dense3x32_3_mean_relative.png,20.44921875
Dense3x50,Dense3x32,3,second_place_relative,3,Dense3x32_3_second_place_relative.png,22.021484375
Dense3x50,Dense3x33,0,independent,0,Dense3x33_0_independent.png,8.642578125
Dense3x50,Dense3x33,0,mean_relative,0,Dense3x33_0_mean_relative.png,7.7880859375
Dense3x50,Dense3x33,0,second_place_relative,0,Dense3x33_0_second_place_relative.png,8.0419921875
Dense3x50,Dense3x33,1,independent,1,Dense3x33_1_independent.png,3.0615234375
Dense3x50,Dense3x33,1,second_place_relative,1,Dense3x33_1_second_place_relative.png,2.6953125
Dense3x50,Dense3x33,3,independent,3,Dense3x33_3_independent.png,19.931640625
Dense3x50,Dense3x33,3,mean_relative,3,Dense3x33_3_mean_relative.png,20.2978515625
Dense3x50,Dense3x33,3,second_place_relative,3,Dense3x33_3_second_place_relative.png,24.04296875
Dense3x50,Dense3x36,0,independent,0,Dense3x36_0_independent.png,8.2177734375
Dense3x50,Dense3x36,0,mean_relative,0,Dense3x36_0_mean_relative.png,6.7626953125
Dense3x50,Dense3x36,0,second_place_relative,0,Dense3x36_0_second_place_relative.png,7.841796875
Dense3x50,Dense3x36,3,independent,3,Dense3x36_3_independent.png,24.3701171875
Dense3x50,Dense3x36,3,second_place_relative,3,Dense3x36_3_second_place_relative.png,25.361328125
Dense3x50,Dense3x38,0,second_place_relative,0,Dense3x38_0_second_place_relative.png,8.662109375
Dense3x50,Dense3x38,3,independent,3,Dense3x38_3_independent.png,22.3974609375
Dense3x50,Dense3x38,3,mean_relative,3,Dense3x38_3_mean_relative.png,22.9833984375
Dense3x50,Dense3x38,3,second_place_relative,3,Dense3x38_3_second_place_relative.png,24.0625
Dense3x50,Dense4x15,0,independent,5,Dense4x15_0_independent.png,6.1376953125
Dense3x50,Dense4x15,0,mean_relative,5,Dense4x15_0_mean_relative.png,6.2890625
Dense3x50,Dense4x15,0,second_place_relative,5,Dense4x15_0_second_place_relative.png,3.203125
Dense3x50,Dense4x15,1,independent,3,Dense4x15_1_independent.png,3.037109375
Dense3x50,Dense4x15,1,mean_relative,3,Dense4x15_1_mean_relative.png,3.2958984375
Dense3x50,Dense4x15,1,second_place_relative,3,Dense4x15_1_second_place_relative.png,4.716796875
Dense3x50,Dense4x15,3,independent,3,Dense4x15_3_independent.png,22.5244140625
Dense3x50,Dense4x15,3,mean_relative,3,Dense4x15_3_mean_relative.png,22.587890625
Dense3x50,Dense4x15,3,second_place_relative,3,Dense4x15_3_second_place_relative.png,22.51953125
Dense3x50,Dense4x20,0,independent,3,Dense4x20_0_independent.png,7.3388671875
Dense3x50,Dense4x20,0,mean_relative,3,Dense4x20_0_mean_relative.png,5.9716796875
Dense3x50,Dense4x20,0,second_place_relative,3,Dense4x20_0_second_place_relative.png,10.654296875
Dense3x50,Dense4x20,1,independent,3,Dense4x20_1_independent.png,10.7275390625
Dense3x50,Dense4x20,1,mean_relative,3,Dense4x20_1_mean_relative.png,10.9521484375
Dense3x50,Dense4x20,1,second_place_relative,3,Dense4x20_1_second_place_relative.png,3.642578125
Dense3x50,Dense4x20,3,independent,3,Dense4x20_3_independent.png,21.1181640625
Dense3x50,Dense4x20,3,mean_relative,3,Dense4x20_3_mean_relative.png,22.3388671875
Dense3x50,Dense4x20,3,second_place_relative,3,Dense4x20_3_second_place_relative.png,21.7041015625
Dense3x50,Dense5x20,0,independent,0,Dense5x20_0_independent.png,3.779296875
Dense3x50,Dense5x20,0,mean_relative,0,Dense5x20_0_mean_relative.png,4.4189453125
Dense3x50,Dense5x20,0,second_place_relative,0,Dense5x20_0_second_place_relative.png,6.455078125
Dense3x50,Dense5x20,1,independent,3,Dense5x20_1_independent.png,8.2763671875
Dense3x50,Dense5x20,1,mean_relative,3,Dense5x20_1_mean_relative.png,10.6884765625
Dense3x50,Dense5x20,1,second_place_relative,3,Dense5x20_1_second_place_relative.png,10.41015625
Dense3x50,Dense5x20,3,independent,3,Dense5x20_3_independent.png,14.9267578125
Dense3x50,Dense5x20,3,mean_relative,3,Dense5x20_3_mean_relative.png,15.0732421875
Dense3x50,Dense5x20,3,second_place_relative,3,Dense5x20_3_second_place_relative.png,15.126953125
Dense3x50,Dense6x10,0,independent,3,Dense6x10_0_independent.png,4.2041015625
Dense3x50,Dense6x10,0,mean_relative,3,Dense6x10_0_mean_relative.png,1.474609375
Dense3x50,Dense6x10,0,second_place_relative,2,Dense6x10_0_second_place_relative.png,5.8935546875
Dense3x50,Dense6x10,1,independent,6,Dense6x10_1_independent.png,1.54296875
Dense3x50,Dense6x10,1,mean_relative,6,Dense6x10_1_mean_relative.png,7.5732421875
Dense3x50,Dense6x10,1,second_place_relative,3,Dense6x10_1_second_place_relative.png,3.8671875
Dense3x50,Dense6x10,3,independent,3,Dense6x10_3_independent.png,4.00390625
Dense3x50,Dense6x10,3,mean_relative,3,Dense6x10_3_mean_relative.png,4.0087890625
Dense3x50,Dense6x10,3,second_place_relative,3,Dense6x10_3_second_place_relative.png,5.5859375
Dense3x200,Dense1x60,0,independent,0,Dense1x60_0_independent.png,10.439453125
Dense3x200,Dense1x60,0,mean_relative,0,Dense1x60_0_mean_relative.png,8.9697265625
Dense3x200,Dense1x60,0,second_place_relative,0,Dense1x60_0_second_place_relative.png,10.654296875
Dense3x200,Dense1x60,1,independent,1,Dense1x60_1_independent.png,2.412109375
Dense3x200,Dense1x60,1,mean_relative,2,Dense1x60_1_mean_relative.png,3.14453125
Dense3x200,Dense1x60,1,second_place_relative,1,Dense1x60_1_second_place_relative.png,4.21875
Dense3x200,Dense1x60,3,independent,3,Dense1x60_3_independent.png,13.69140625
Dense3x200,Dense1x60,3,mean_relative,3,Dense1x60_3_mean_relative.png,12.568359375
Dense3x200,Dense1x60,3,second_place_relative,3,Dense1x60_3_second_place_relative.png,14.2529296875
Dense3x200,Dense2x12,0,independent,0,Dense2x12_0_independent.png,4.3994140625
Dense3x200,Dense2x12,0,mean_relative,0,Dense2x12_0_mean_relative.png,5.908203125
Dense3x200,Dense2x12,0,second_place_relative,0,Dense2x12_0_second_place_relative.png,6.376953125
Dense3x200,Dense2x12,1,independent,2,Dense2x12_1_independent.png,7.744140625
Dense3x200,Dense2x12,1,mean_relative,2,Dense2x12_1_mean_relative.png,7.353515625
Dense3x200,Dense2x12,1,second_place_relative,2,Dense2x12_1_second_place_relative.png,0.791015625
Dense3x200,Dense2x12,3,independent,3,Dense2x12_3_independent.png,5.146484375
Dense3x200,Dense2x12,3,mean_relative,3,Dense2x12_3_mean_relative.png,7.4755859375
Dense3x200,Dense2x12,3,second_place_relative,3,Dense2x12_3_second_place_relative.png,10.4150390625
Dense3x200,Dense2x18,0,independent,0,Dense2x18_0_independent.png,9.3798828125
Dense3x200,Dense2x18,0,mean_relative,0,Dense2x18_0_mean_relative.png,8.9306640625
Dense3x200,Dense2x18,0,second_place_relative,0,Dense2x18_0_second_place_relative.png,8.4912109375
Dense3x200,Dense2x18,1,independent,2,Dense2x18_1_independent.png,2.6708984375
Dense3x200,Dense2x18,1,mean_relative,2,Dense2x18_1_mean_relative.png,1.7822265625
Dense3x200,Dense2x18,1,second_place_relative,2,Dense2x18_1_second_place_relative.png,0.361328125
Dense3x200,Dense2x18,3,independent,3,Dense2x18_3_independent.png,11.5625
Dense3x200,Dense2x18,3,mean_relative,3,Dense2x18_3_mean_relative.png,12.080078125
Dense3x200,Dense2x18,3,second_place_relative,3,Dense2x18_3_second_place_relative.png,11.2109375
Dense3x200,Dense2x19,0,independent,0,Dense2x19_0_independent.png,8.9501953125
Dense3x200,Dense2x19,0,mean_relative,0,Dense2x19_0_mean_relative.png,8.96484375
Dense3x200,Dense2x19,0,second_place_relative,0,Dense2x19_0_second_place_relative.png,9.951171875
Dense3x200,Dense2x19,1,independent,5,Dense2x19_1_independent.png,3.427734375
Dense3x200,Dense2x19,1,mean_relative,5,Dense2x19_1_mean_relative.png,3.5791015625
Dense3x200,Dense2x19,1,second_place_relative,2,Dense2x19_1_second_place_relative.png,0.6982421875
Dense3x200,Dense2x19,3,independent,3,Dense2x19_3_independent.png,12.44140625
Dense3x200,Dense2x19,3,mean_relative,3,Dense2x19_3_mean_relative.png,12.8369140625
Dense3x200,Dense2x19,3,second_place_relative,3,Dense2x19_3_second_place_relative.png,10.712890625
Dense3x200,Dense2x20,0,independent,0,Dense2x20_0_independent.png,9.6533203125
Dense3x200,Dense2x20,0,mean_relative,0,Dense2x20_0_mean_relative.png,10.419921875
Dense3x200,Dense2x20,0,second_place_relative,0,Dense2x20_0_second_place_relative.png,10.322265625
Dense3x200,Dense2x20,1,independent,2,Dense2x20_1_independent.png,2.138671875
Dense3x200,Dense2x20,1,mean_relative,2,Dense2x20_1_mean_relative.png,3.84765625
Dense3x200,Dense2x20,1,second_place_relative,2,Dense2x20_1_second_place_relative.png,2.8515625
Dense3x200,Dense2x20,3,independent,3,Dense2x20_3_independent.png,10.1025390625
Dense3x200,Dense2x20,3,mean_relative,3,Dense2x20_3_mean_relative.png,9.2333984375
Dense3x200,Dense2x20,3,second_place_relative,3,Dense2x20_3_second_place_relative.png,8.5791015625
Dense3x200,Dense2x22,0,independent,0,Dense2x22_0_independent.png,7.001953125
Dense3x200,Dense2x22,0,mean_relative,0,Dense2x22_0_mean_relative.png,5.927734375
Dense3x200,Dense2x22,0,second_place_relative,0,Dense2x22_0_second_place_relative.png,9.0478515625
Dense3x200,Dense2x22,1,independent,2,Dense2x22_1_independent.png,1.6748046875
Dense3x200,Dense2x22,1,mean_relative,2,Dense2x22_1_mean_relative.png,10.3076171875
Dense3x200,Dense2x22,1,second_place_relative,2,Dense2x22_1_second_place_relative.png,0.927734375
Dense3x200,Dense2x22,3,independent,3,Dense2x22_3_independent.png,9.2578125
Dense3x200,Dense2x22,3,mean_relative,3,Dense2x22_3_mean_relative.png,8.8818359375
Dense3x200,Dense2x22,3,second_place_relative,3,Dense2x22_3_second_place_relative.png,11.3671875
Dense3x200,Dense2x23,0,independent,0,Dense2x23_0_independent.png,8.5205078125
Dense3x200,Dense2x23,0,mean_relative,0,Dense2x23_0_mean_relative.png,6.2744140625
Dense3x200,Dense2x23,0,second_place_relative,0,Dense2x23_0_second_place_relative.png,7.9736328125
Dense3x200,Dense2x23,1,independent,8,Dense2x23_1_independent.png,1.03515625
Dense3x200,Dense2x23,1,mean_relative,8,Dense2x23_1_mean_relative.png,2.4169921875
Dense3x200,Dense2x23,1,second_place_relative,8,Dense2x23_1_second_place_relative.png,1.943359375
Dense3x200,Dense2x23,3,independent,3,Dense2x23_3_independent.png,11.826171875
Dense3x200,Dense2x23,3,mean_relative,3,Dense2x23_3_mean_relative.png,10.546875
Dense3x200,Dense2x23,3,second_place_relative,3,Dense2x23_3_second_place_relative.png,10.693359375
Dense3x200,Dense2x28,0,independent,0,Dense2x28_0_independent.png,9.638671875
Dense3x200,Dense2x28,0,mean_relative,0,Dense2x28_0_mean_relative.png,9.74609375
Dense3x200,Dense2x28,0,second_place_relative,0,Dense2x28_0_second_place_relative.png,8.046875
Dense3x200,Dense2x28,1,independent,1,Dense2x28_1_independent.png,2.080078125
Dense3x200,Dense2x28,1,mean_relative,1,Dense2x28_1_mean_relative.png,2.1630859375
Dense3x200,Dense2x28,1,second_place_relative,1,Dense2x28_1_second_place_relative.png,2.255859375
Dense3x200,Dense2x28,3,independent,3,Dense2x28_3_independent.png,12.6513671875
Dense3x200,Dense2x28,3,mean_relative,3,Dense2x28_3_mean_relative.png,12.4462890625
Dense3x200,Dense2x28,3,second_place_relative,3,Dense2x28_3_second_place_relative.png,13.1640625
Dense3x200,Dense2x29,0,independent,0,Dense2x29_0_independent.png,8.984375
Dense3x200,Dense2x29,0,mean_relative,0,Dense2x29_0_mean_relative.png,8.779296875
Dense3x200,Dense2x29,0,second_place_relative,0,Dense2x29_0_second_place_relative.png,9.2041015625
Dense3x200,Dense2x29,1,independent,1,Dense2x29_1_independent.png,1.8994140625
Dense3x200,Dense2x29,1,mean_relative,1,Dense2x29_1_mean_relative.png,0.0390625
Dense3x200,Dense2x29,1,second_place_relative,2,Dense2x29_1_second_place_relative.png,0.634765625
Dense3x200,Dense2x29,3,independent,3,Dense2x29_3_independent.png,13.2275390625
Dense3x200,Dense2x29,3,mean_relative,3,Dense2x29_3_mean_relative.png,13.330078125
Dense3x200,Dense2x29,3,second_place_relative,3,Dense2x29_3_second_place_relative.png,13.310546875
Dense3x200,Dense2x30,0,independent,0,Dense2x30_0_independent.png,10.546875
Dense3x200,Dense2x30,0,mean_relative,0,Dense2x30_0_mean_relative.png,10.4443359375
Dense3x200,Dense2x30,0,second_place_relative,0,Dense2x30_0_second_place_relative.png,10.498046875
Dense3x200,Dense2x30,1,independent,1,Dense2x30_1_independent.png,0.83984375
Dense3x200,Dense2x30,1,mean_relative,1,Dense2x30_1_mean_relative.png,0.8203125
Dense3x200,Dense2x30,1,second_place_relative,1,Dense2x30_1_second_place_relative.png,2.24609375
Dense3x200,Dense2x30,3,independent,3,Dense2x30_3_independent.png,12.34375
Dense3x200,Dense2x30,3,mean_relative,3,Dense2x30_3_mean_relative.png,11.4013671875
Dense3x200,Dense2x30,3,second_place_relative,3,Dense2x30_3_second_place_relative.png,12.8125
Dense3x200,Dense2x32,0,independent,0,Dense2x32_0_independent.png,10.078125
Dense3x200,Dense2x32,0,mean_relative,0,Dense2x32_0_mean_relative.png,9.6044921875
Dense3x200,Dense2x32,0,second_place_relative,0,Dense2x32_0_second_place_relative.png,9.4189453125
Dense3x200,Dense2x32,1,independent,2,Dense2x32_1_independent.png,8.5107421875
Dense3x200,Dense2x32,1,mean_relative,2,Dense2x32_1_mean_relative.png,9.501953125
Dense3x200,Dense2x32,1,second_place_relative,1,Dense2x32_1_second_place_relative.png,4.1552734375
Dense3x200,Dense2x32,3,independent,3,Dense2x32_3_independent.png,13.515625
Dense3x200,Dense2x32,3,mean_relative,3,Dense2x32_3_mean_relative.png,13.251953125
Dense3x200,Dense2x32,3,second_place_relative,3,Dense2x32_3_second_place_relative.png,13.37890625
Dense3x200,Dense2x34,0,independent,0,Dense2x34_0_independent.png,10.2392578125
Dense3x200,Dense2x34,0,mean_relative,0,Dense2x34_0_mean_relative.png,10.4931640625
Dense3x200,Dense2x34,0,second_place_relative,0,Dense2x34_0_second_place_relative.png,10.48828125
Dense3x200,Dense2x34,1,independent,3,Dense2x34_1_independent.png,1.9580078125
Dense3x200,Dense2x34,1,mean_relative,3,Dense2x34_1_mean_relative.png,1.71875
Dense3x200,Dense2x34,1,second_place_relative,1,Dense2x34_1_second_place_relative.png,0.7666015625
Dense3x200,Dense2x34,3,independent,3,Dense2x34_3_independent.png,12.0166015625
Dense3x200,Dense2x34,3,mean_relative,3,Dense2x34_3_mean_relative.png,12.7099609375
Dense3x200,Dense2x34,3,second_place_relative,3,Dense2x34_3_second_place_relative.png,13.2666015625
Dense3x200,Dense2x37,0,independent,0,Dense2x37_0_independent.png,9.3408203125
Dense3x200,Dense2x37,0,mean_relative,0,Dense2x37_0_mean_relative.png,5.9228515625
Dense3x200,Dense2x37,0,second_place_relative,0,Dense2x37_0_second_place_relative.png,9.2236328125
Dense3x200,Dense2x37,1,independent,1,Dense2x37_1_independent.png,2.3779296875
Dense3x200,Dense2x37,1,mean_relative,3,Dense2x37_1_mean_relative.png,1.630859375
Dense3x200,Dense2x37,1,second_place_relative,1,Dense2x37_1_second_place_relative.png,3.2177734375
Dense3x200,Dense2x37,3,independent,3,Dense2x37_3_independent.png,12.83203125
Dense3x200,Dense2x37,3,mean_relative,3,Dense2x37_3_mean_relative.png,13.1201171875
Dense3x200,Dense2x37,3,second_place_relative,3,Dense2x37_3_second_place_relative.png,12.802734375
Dense3x200,Dense2x39,0,independent,0,Dense2x39_0_independent.png,8.8330078125
Dense3x200,Dense2x39,0,mean_relative,0,Dense2x39_0_mean_relative.png,8.49609375
Dense3x200,Dense2x39,0,second_place_relative,0,Dense2x39_0_second_place_relative.png,8.5009765625
Dense3x200,Dense2x39,1,independent,3,Dense2x39_1_independent.png,1.0791015625
Dense3x200,Dense2x39,1,mean_relative,3,Dense2x39_1_mean_relative.png,4.482421875
Dense3x200,Dense2x39,1,second_place_relative,1,Dense2x39_1_second_place_relative.png,2.4365234375
Dense3x200,Dense2x39,3,independent,3,Dense2x39_3_independent.png,13.7890625
Dense3x200,Dense2x39,3,mean_relative,3,Dense2x39_3_mean_relative.png,14.052734375
Dense3x200,Dense2x39,3,second_place_relative,3,Dense2x39_3_second_place_relative.png,13.564453125
Dense3x200,Dense2x40,0,independent,0,Dense2x40_0_independent.png,10.01953125
Dense3x200,Dense2x40,0,mean_relative,0,Dense2x40_0_mean_relative.png,10.2001953125
Dense3x200,Dense2x40,0,second_place_relative,0,Dense2x40_0_second_place_relative.png,10.6005859375
Dense3x200,Dense2x40,1,independent,2,Dense2x40_1_independent.png,6.5869140625
Dense3x200,Dense2x40,1,mean_relative,2,Dense2x40_1_mean_relative.png,6.7919921875
Dense3x200,Dense2x40,1,second_place_relative,1,Dense2x40_1_second_place_relative.png,3.4716796875
Dense3x200,Dense2x40,3,independent,3,Dense2x40_3_independent.png,13.681640625
Dense3x200,Dense2x40,3,mean_relative,3,Dense2x40_3_mean_relative.png,12.666015625
Dense3x200,Dense2x40,3,second_place_relative,3,Dense2x40_3_second_place_relative.png,12.3974609375
Dense3x200,Dense2x41,0,independent,0,Dense2x41_0_independent.png,8.0517578125
Dense3x200,Dense2x41,0,mean_relative,0,Dense2x41_0_mean_relative.png,8.486328125
Dense3x200,Dense2x41,0,second_place_relative,0,Dense2x41_0_second_place_relative.png,8.2177734375
Dense3x200,Dense2x41,1,independent,2,Dense2x41_1_independent.png,5.498046875
Dense3x200,Dense2x41,1,mean_relative,2,Dense2x41_1_mean_relative.png,5.849609375
Dense3x200,Dense2x41,1,second_place_relative,1,Dense2x41_1_second_place_relative.png,2.8955078125
Dense3x200,Dense2x41,3,independent,3,Dense2x41_3_independent.png,13.9453125
Dense3x200,Dense2x41,3,mean_relative,3,Dense2x41_3_mean_relative.png,13.984375
Dense3x200,Dense2x41,3,second_place_relative,3,Dense2x41_3_second_place_relative.png,13.193359375
Dense3x200,Dense3x12,0,independent,0,Dense3x12_0_independent.png,5.2978515625
Dense3x200,Dense3x12,0,mean_relative,0,Dense3x12_0_mean_relative.png,4.8486328125
Dense3x200,Dense3x12,0,second_place_relative,7,Dense3x12_0_second_place_relative.png,2.2021484375
Dense3x200,Dense3x12,1,independent,7,Dense3x12_1_independent.png,2.9931640625
Dense3x200,Dense3x12,1,mean_relative,7,Dense3x12_1_mean_relative.png,3.3544921875
Dense3x200,Dense3x12,1,second_place_relative,1,Dense3x12_1_second_place_relative.png,0.2099609375
Dense3x200,Dense3x12,3,independent,3,Dense3x12_3_independent.png,5.5810546875
Dense3x200,Dense3x12,3,mean_relative,3,Dense3x12_3_mean_relative.png,5.33203125
Dense3x200,Dense3x12,3,second_place_relative,3,Dense3x12_3_second_place_relative.png,9.951171875
Dense3x200,Dense3x19,0,independent,0,Dense3x19_0_independent.png,1.806640625
Dense3x200,Dense3x19,0,mean_relative,0,Dense3x19_0_mean_relative.png,3.125
Dense3x200,Dense3x19,0,second_place_relative,0,Dense3x19_0_second_place_relative.png,9.5166015625
Dense3x200,Dense3x19,1,independent,2,Dense3x19_1_independent.png,5.2783203125
Dense3x200,Dense3x19,1,mean_relative,2,Dense3x19_1_mean_relative.png,5.6982421875
Dense3x200,Dense3x19,1,second_place_relative,1,Dense3x19_1_second_place_relative.png,2.16796875
Dense3x200,Dense3x19,3,independent,3,Dense3x19_3_independent.png,8.369140625
Dense3x200,Dense3x19,3,mean_relative,3,Dense3x19_3_mean_relative.png,6.8310546875
Dense3x200,Dense3x19,3,second_place_relative,3,Dense3x19_3_second_place_relative.png,9.4970703125
Dense3x200,Dense3x20,0,independent,0,Dense3x20_0_independent.png,9.6044921875
Dense3x200,Dense3x20,0,mean_relative,0,Dense3x20_0_mean_relative.png,8.0029296875
Dense3x200,Dense3x20,0,second_place_relative,0,Dense3x20_0_second_place_relative.png,9.033203125
Dense3x200,Dense3x20,1,independent,2,Dense3x20_1_independent.png,1.328125
Dense3x200,Dense3x20,1,mean_relative,2,Dense3x20_1_mean_relative.png,2.119140625
Dense3x200,Dense3x20,1,second_place_relative,2,Dense3x20_1_second_place_relative.png,2.060546875
Dense3x200,Dense3x20,3,independent,3,Dense3x20_3_independent.png,7.96875
Dense3x200,Dense3x20,3,mean_relative,3,Dense3x20_3_mean_relative.png,7.5390625
Dense3x200,Dense3x20,3,second_place_relative,3,Dense3x20_3_second_place_relative.png,10.849609375
Dense3x200,Dense3x25,0,independent,0,Dense3x25_0_independent.png,5.6201171875
Dense3x200,Dense3x25,0,mean_relative,0,Dense3x25_0_mean_relative.png,7.63671875
Dense3x200,Dense3x25,0,second_place_relative,0,Dense3x25_0_second_place_relative.png,10.3466796875
Dense3x200,Dense3x25,1,independent,1,Dense3x25_1_independent.png,2.431640625
Dense3x200,Dense3x25,1,mean_relative,1,Dense3x25_1_mean_relative.png,1.69921875
Dense3x200,Dense3x25,1,second_place_relative,1,Dense3x25_1_second_place_relative.png,2.6708984375
Dense3x200,Dense3x25,3,independent,3,Dense3x25_3_independent.png,10.0537109375
Dense3x200,Dense3x25,3,mean_relative,3,Dense3x25_3_mean_relative.png,9.51171875
Dense3x200,Dense3x25,3,second_place_relative,3,Dense3x25_3_second_place_relative.png,8.37890625
Dense3x200,Dense3x29,0,independent,0,Dense3x29_0_independent.png,7.060546875
Dense3x200,Dense3x29,0,mean_relative,0,Dense3x29_0_mean_relative.png,5.712890625
Dense3x200,Dense3x29,0,second_place_relative,0,Dense3x29_0_second_place_relative.png,7.490234375
Dense3x200,Dense3x29,1,independent,8,Dense3x29_1_independent.png,2.05078125
Dense3x200,Dense3x29,1,mean_relative,8,Dense3x29_1_mean_relative.png,2.08984375
Dense3x200,Dense3x29,1,second_place_relative,8,Dense3x29_1_second_place_relative.png,2.6806640625
Dense3x200,Dense3x29,3,independent,3,Dense3x29_3_independent.png,2.060546875
Dense3x200,Dense3x29,3,mean_relative,3,Dense3x29_3_mean_relative.png,0.1123046875
Dense3x200,Dense3x29,3,second_place_relative,3,Dense3x29_3_second_place_relative.png,9.19921875
Dense3x200,Dense3x31,0,independent,0,Dense3x31_0_independent.png,8.232421875
Dense3x200,Dense3x31,0,mean_relative,0,Dense3x31_0_mean_relative.png,9.306640625
Dense3x200,Dense3x31,0,second_place_relative,0,Dense3x31_0_second_place_relative.png,10.615234375
Dense3x200,Dense3x31,1,independent,2,Dense3x31_1_independent.png,0.37109375
Dense3x200,Dense3x31,1,mean_relative,2,Dense3x31_1_mean_relative.png,1.89453125
Dense3x200,Dense3x31,1,second_place_relative,8,Dense3x31_1_second_place_relative.png,1.2548828125
Dense3x200,Dense3x31,3,independent,3,Dense3x31_3_independent.png,12.1728515625
Dense3x200,Dense3x31,3,mean_relative,3,Dense3x31_3_mean_relative.png,11.0498046875
Dense3x200,Dense3x31,3,second_place_relative,3,Dense3x31_3_second_place_relative.png,12.8466796875
Dense3x200,Dense3x32,0,independent,0,Dense3x32_0_independent.png,8.3056640625
Dense3x200,Dense3x32,0,mean_relative,0,Dense3x32_0_mean_relative.png,9.6435546875
Dense3x200,Dense3x32,0,second_place_relative,0,Dense3x32_0_second_place_relative.png,10.0244140625
Dense3x200,Dense3x32,1,independent,2,Dense3x32_1_independent.png,1.943359375
Dense3x200,Dense3x32,1,mean_relative,1,Dense3x32_1_mean_relative.png,1.103515625
Dense3x200,Dense3x32,1,second_place_relative,3,Dense3x32_1_second_place_relative.png,0.634765625
Dense3x200,Dense3x32,3,independent,3,Dense3x32_3_independent.png,13.0859375
Dense3x200,Dense3x32,3,mean_relative,3,Dense3x32_3_mean_relative.png,12.3779296875
Dense3x200,Dense3x32,3,second_place_relative,3,Dense3x32_3_second_place_relative.png,11.71875
Dense3x200,Dense3x33,0,independent,0,Dense3x33_0_independent.png,8.828125
Dense3x200,Dense3x33,0,mean_relative,0,Dense3x33_0_mean_relative.png,8.49609375
Dense3x200,Dense3x33,0,second_place_relative,0,Dense3x33_0_second_place_relative.png,8.0615234375
Dense3x200,Dense3x33,1,independent,2,Dense3x33_1_independent.png,1.494140625
Dense3x200,Dense3x33,1,second_place_relative,1,Dense3x33_1_second_place_relative.png,2.6953125
Dense3x200,Dense3x33,3,independent,3,Dense3x33_3_independent.png,11.3525390625
Dense3x200,Dense3x33,3,mean_relative,3,Dense3x33_3_mean_relative.png,12.01171875
Dense3x200,Dense3x33,3,second_place_relative,3,Dense3x33_3_second_place_relative.png,11.728515625
Dense3x200,Dense3x36,0,independent,0,Dense3x36_0_independent.png,10.68359375
Dense3x200,Dense3x36,0,mean_relative,0,Dense3x36_0_mean_relative.png,10.2978515625
